,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
18,18,390,0.3295660837338521,0.8955929487179487,0.9269497863247863,0.6133814102564102,0.4338942307692308,0.4346183875127684,0.2913095998302312,0.8673,0.926,0.06755555555555555
19,19,390,0.31437385173944327,0.9018229166666667,0.9330499232121792,0.6207172911240233,0.43257864155479864,0.3848715209508244,0.14696735254502002,0.8816,0.9602222222222222,0.037333333333333336
20,20,390,0.30458754083284967,0.9045472756410257,0.935699977743156,0.6240480961923848,0.4334669338677355,0.3833005520739133,0.1460263420840804,0.8837,0.9555555555555556,0.04088888888888889
21,21,390,0.2902930083374182,0.9094551282051282,0.9398201727054215,0.6359262229350441,0.4246190858059342,0.4432870230720013,0.18236503272619045,0.8729,0.9432222222222222,0.053
22,22,390,0.28285090732268797,0.9119190705128205,0.9429989539050502,0.6321378481266279,0.4307753957122821,0.476843430554565,0.2438715945037318,0.8625,0.9351111111111111,0.059111111111111114
23,23,390,0.276788815894188,0.9137219551282051,0.945716765707418,0.6255762677891361,0.43415514131088395,0.45199185289159605,0.12080380348259137,0.8686,0.9623333333333334,0.034555555555555555
24,24,390,0.2667971691642052,0.9169671474358975,0.9479588656902462,0.6381657989587505,0.42190628754505405,0.35380361908221547,0.2018773781109444,0.8948,0.9498888888888889,0.04766666666666667
25,25,390,0.2654056425469044,0.91796875,0.9502058987200891,0.628028028028028,0.4352352352352352,0.36056179921083814,0.16742577172264878,0.8982,0.9551111111111111,0.043
26,26,390,0.25341960923411905,0.9221955128205128,0.9541680578742349,0.6346346346346347,0.4236236236236236,0.3529721917230872,0.052784093966564936,0.8972,0.9746666666666667,0.02411111111111111
27,27,390,0.2429255150640622,0.9241185897435897,0.9559101733769558,0.6378031669673281,0.42373221086390056,0.4637737562762031,0.18858601798264074,0.8772,0.9512222222222222,0.043444444444444445
28,28,390,0.24064649377877895,0.9253205128205129,0.9588711831211608,0.6230954290296712,0.4370489174017642,0.4018887590758408,0.16703990160841758,0.8913,0.9495555555555556,0.04744444444444444
29,29,390,0.23949334323406218,0.9258613782051283,0.9584946810878177,0.631768953068592,0.427797833935018,0.3599754192783863,0.317475599931999,0.8924,0.9207777777777778,0.07466666666666667
30,30,390,0.22729414926889616,0.9290865384615384,0.9617593375773494,0.6351621946335603,0.42310772927513013,0.3973397425835646,0.08308018645940637,0.8905,0.9701111111111111,0.028666666666666667
31,31,390,0.21987237695318002,0.9323918269230769,0.9645671043845983,0.642685370741483,0.4192384769539078,0.416553569179547,0.12657811191149423,0.8944,0.9645555555555556,0.033666666666666664
32,32,390,0.2241428188024423,0.9298477564102564,0.9629184472934473,0.6322115384615384,0.42788461538461536,0.37180414324319816,0.1475960435345769,0.8999,0.9558888888888889,0.04088888888888889
33,33,390,0.21307486064541034,0.9346354166666667,0.9678374287749287,0.6358173076923077,0.4270833333333333,0.38601949678946146,0.10654446716144891,0.9002,0.9615555555555556,0.036
34,34,390,0.20643565169511696,0.9363782051282051,0.9695060876533043,0.6382936110554777,0.4207891047466453,0.38097825231431404,0.15948513718190746,0.8991,0.9543333333333334,0.042222222222222223
35,35,390,0.1977336643789059,0.9405448717948718,0.9720924021898785,0.6562374649017249,0.4113517849979944,0.398589034246493,0.12412844403502597,0.8924,0.9632222222222222,0.03422222222222222
36,36,390,0.19642040920563233,0.9395633012820512,0.9722642685424272,0.6455164131305045,0.4175340272217774,0.35454923320042936,0.08353150953230461,0.9055,0.9703333333333334,0.028555555555555556
37,37,390,0.19453838042532787,0.940645032051282,0.9739354953591381,0.6410975365511716,0.42299218906469055,0.3958620323410517,0.10266186206799958,0.8984,0.9665555555555555,0.03222222222222222
38,38,390,0.1887068685812828,0.9426482371794872,0.9765826729587748,0.6375100080064051,0.42814251401120895,0.38631635244134105,0.09340086493999403,0.9006,0.9703333333333334,0.028666666666666667
39,39,390,0.18381306431614436,0.9439102564102564,0.9765656295900654,0.6496189330124348,0.4149618933012435,0.37049055589905266,0.18552443618610712,0.9044,0.9403333333333334,0.05611111111111111
