,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
18,18,10,1.8877686738967896,0.2968,0.2968,1.901424291729927,2.8348933855692544,0.2944,0.20833333333333334,0.21488888888888888
19,19,10,1.8472272396087646,0.3184,0.3184,1.8584702014923096,3.364432175954183,0.3156,0.05311111111111111,0.285
20,20,10,1.8449795603752137,0.3224,0.3224,1.8414582580327987,3.075820962587992,0.3228,0.1408888888888889,0.2607777777777778
21,21,10,1.8079448819160462,0.326,0.326,1.85291668176651,3.0102922717730203,0.3128,0.1817777777777778,0.23622222222222222
22,22,10,1.7928422689437866,0.3368,0.3368,1.8572277486324311,3.1793732974264355,0.3131,0.127,0.237
23,23,10,1.7765529036521912,0.348,0.348,1.8622067153453827,2.550369474622938,0.3169,0.21822222222222223,0.2341111111111111
24,24,10,1.780533254146576,0.3376,0.3376,1.8483927309513093,2.7245221071773105,0.3231,0.15888888888888889,0.24066666666666667
25,25,10,1.7549739360809327,0.3472,0.3472,1.8231108367443085,2.8670326670010886,0.3268,0.18644444444444444,0.24355555555555555
26,26,10,1.7241031646728515,0.3528,0.3528,1.821580994129181,2.6844835215144687,0.3256,0.23433333333333334,0.227
27,27,10,1.699198603630066,0.3764,0.3764,1.7952365100383758,3.4991220898098416,0.3299,0.11677777777777777,0.24911111111111112
28,28,10,1.6920741081237793,0.3792,0.3792,1.8099440217018128,3.2723856965700784,0.3273,0.14377777777777778,0.23622222222222222
29,29,10,1.713160789012909,0.3876,0.3876,1.8396887719631194,2.407352474000719,0.3297,0.24711111111111111,0.24688888888888888
30,30,10,1.6635128498077392,0.3744,0.3744,1.7953788787126541,3.262749274571737,0.3415,0.15155555555555555,0.24466666666666667
31,31,10,1.610812497138977,0.414,0.414,1.790175423026085,3.201273308859931,0.339,0.18811111111111112,0.23122222222222222
32,32,10,1.6077738165855409,0.4092,0.4092,1.8147911787033082,3.510897159576416,0.342,0.13644444444444445,0.2477777777777778
33,33,10,1.5897591948509215,0.42,0.42,1.7432152658700943,3.3082967400550842,0.3601,0.15033333333333335,0.2733333333333333
34,34,10,1.5753915429115295,0.4272,0.4272,1.8035033464431762,3.225191136201223,0.3382,0.21266666666666667,0.21844444444444444
35,35,10,1.5422059297561646,0.436,0.436,1.7169056445360185,3.4199172457059226,0.3709,0.11888888888888889,0.29288888888888887
36,36,10,1.5023999452590941,0.4524,0.4524,1.7423561602830886,3.6979094015227423,0.3675,0.13277777777777777,0.261
37,37,10,1.4766539692878724,0.4644,0.4644,1.7189580529928208,3.373797489537133,0.3766,0.16411111111111112,0.29255555555555557
38,38,10,1.465809440612793,0.4648,0.4648,1.732068458199501,3.3329113721847534,0.3688,0.14033333333333334,0.2992222222222222
39,39,10,1.4791774153709412,0.4544,0.4544,1.7467194855213166,3.4332818388938904,0.3751,0.13355555555555557,0.2921111111111111
40,40,10,1.4467872381210327,0.4688,0.4688,1.7414504021406174,3.006297833389706,0.3683,0.16055555555555556,0.30644444444444446
41,41,10,1.4480573892593385,0.474,0.474,1.6440910756587983,3.820293969578213,0.3987,0.066,0.3477777777777778
42,42,10,1.3944889903068542,0.4884,0.4884,1.6710395812988281,4.294372227456835,0.3971,0.059666666666666666,0.33611111111111114
43,43,10,1.3738788604736327,0.506,0.506,1.6532434225082397,4.611324866612752,0.397,0.042777777777777776,0.3333333333333333
44,44,10,1.3782132029533387,0.5036,0.5036,1.6853362441062927,4.182947483327654,0.39,0.07377777777777778,0.314
45,45,10,1.3203372478485107,0.5196,0.5196,1.672240510582924,4.537105321884155,0.3963,0.06777777777777778,0.3042222222222222
46,46,10,1.320897352695465,0.5156,0.5156,1.7659265518188476,5.187387029329936,0.3782,0.052333333333333336,0.2842222222222222
47,47,10,1.3273304224014282,0.514,0.514,1.659344670176506,4.246184064282311,0.3973,0.09022222222222222,0.31433333333333335
48,48,10,1.262131941318512,0.526,0.526,1.6161745220422745,4.01839099989997,0.417,0.06966666666666667,0.36677777777777776
49,49,10,1.2490710735321044,0.5444,0.5444,1.6692549198865891,4.153711113664839,0.3951,0.07877777777777778,0.3201111111111111
50,50,10,1.205409574508667,0.5528,0.5528,1.5918643921613693,3.983427729871538,0.4265,0.08333333333333333,0.3678888888888889
51,51,10,1.1820934653282165,0.5752,0.5752,1.6425054371356964,3.9376402033699884,0.4074,0.10122222222222223,0.3367777777777778
52,52,10,1.173806619644165,0.5744,0.5744,1.636721608042717,5.034438080257839,0.4191,0.05488888888888889,0.3428888888888889
53,53,10,1.1292681574821473,0.5892,0.5892,1.6192642271518707,4.5377764039569435,0.42,0.0661111111111111,0.3638888888888889
54,54,10,1.0691510558128356,0.6144,0.6144,1.6396609723567963,4.149235394265917,0.4234,0.09433333333333334,0.3358888888888889
55,55,10,1.0221989929676056,0.6344,0.6344,1.6392949402332306,3.6741027103530035,0.4302,0.12088888888888889,0.3542222222222222
56,56,10,1.0135528087615966,0.642,0.642,1.764226931333542,3.9651088582144842,0.4032,0.16333333333333333,0.3038888888888889
57,57,10,0.991059523820877,0.6284,0.6284,1.7492188692092896,3.7076250116030374,0.4108,0.14066666666666666,0.31477777777777777
58,58,10,0.9758443057537078,0.6528,0.6528,1.7072436571121217,5.072176112069024,0.4176,0.04844444444444444,0.35788888888888887
59,59,10,0.9481074094772339,0.658,0.658,1.6857057332992553,4.480216821034749,0.4243,0.07855555555555556,0.34344444444444444
60,60,10,0.9106256842613221,0.6688,0.6688,1.7801462322473527,3.747225715054406,0.4178,0.139,0.3302222222222222
61,61,10,0.9107688307762146,0.6764,0.6764,1.6888151526451112,5.439620018005371,0.4289,0.05255555555555556,0.34944444444444445
62,62,10,0.8553148210048676,0.6948,0.6948,1.667557841539383,4.984147151311238,0.4383,0.06944444444444445,0.3596666666666667
63,63,10,0.7981571078300476,0.7208,0.7208,1.7057321310043334,4.5028487708833485,0.4387,0.08355555555555555,0.36966666666666664
64,64,10,0.8170869827270508,0.7176,0.7176,1.6965906500816346,5.359868910577562,0.4443,0.04588888888888889,0.37233333333333335
65,65,10,0.7697361052036286,0.7356,0.7356,1.6928007632493973,5.068655345175001,0.446,0.057,0.38822222222222225
66,66,10,0.7693579196929932,0.7304,0.7304,1.773118367791176,5.337287969059414,0.431,0.05455555555555556,0.35055555555555556
67,67,10,0.7408858656883239,0.74,0.74,1.703817555308342,5.333296140034993,0.4429,0.046,0.39022222222222225
68,68,10,0.7044316411018372,0.7596,0.7596,1.7549002140760421,4.63978652159373,0.4411,0.07944444444444444,0.37277777777777776
69,69,10,0.7229545950889588,0.7564,0.7564,1.8153565227985382,5.880653897921245,0.4288,0.049444444444444444,0.346
70,70,10,0.6689142107963562,0.78,0.78,1.8074794262647629,4.46377436319987,0.435,0.09077777777777778,0.3602222222222222
71,71,10,0.6408155500888825,0.7764,0.7764,1.7615569531917572,5.9560334417555065,0.4491,0.03666666666666667,0.3828888888888889
72,72,10,0.6124693274497985,0.794,0.794,1.7393303841352463,5.637826707628038,0.4402,0.05366666666666667,0.37077777777777776
73,73,10,0.5558575034141541,0.8148,0.8148,1.8047923564910888,5.239799049165514,0.4321,0.06188888888888889,0.3547777777777778
74,74,10,0.5458476185798645,0.8216,0.8216,1.7434098303318024,5.412151628070408,0.4464,0.05566666666666667,0.38133333333333336
75,75,10,0.526901650428772,0.8348,0.8348,1.8213706076145173,5.037408855226305,0.4445,0.07388888888888889,0.35888888888888887
76,76,10,0.5089936822652816,0.8372,0.8372,1.8138884097337722,5.8801951673295765,0.4438,0.05255555555555556,0.35588888888888887
77,77,10,0.5009370565414428,0.8348,0.8348,1.8190442770719528,6.326937874158223,0.4529,0.04455555555555556,0.36777777777777776
78,78,10,0.4832783639431,0.8504,0.8504,1.8415806770324707,5.634991023275587,0.4444,0.058777777777777776,0.3586666666666667
79,79,10,0.464929524064064,0.8544,0.8544,1.8080517917871475,5.636320379045275,0.4498,0.05644444444444444,0.37466666666666665
80,80,10,0.449700140953064,0.8524,0.8524,1.8437974542379378,5.398962312274509,0.4433,0.06333333333333334,0.3631111111111111
81,81,10,0.4377233386039734,0.8696,0.8696,1.8552753537893296,5.522395743264092,0.4481,0.06277777777777778,0.36277777777777775
82,82,10,0.43045068085193633,0.8624,0.8624,1.8840929985046386,5.726251734627618,0.4492,0.059333333333333335,0.36777777777777776
83,83,10,0.4297960788011551,0.8676,0.8676,1.8549572616815566,5.79632388220893,0.4533,0.052,0.37855555555555553
84,84,10,0.4004601687192917,0.8776,0.8776,1.8762257397174835,5.82977999581231,0.4484,0.058333333333333334,0.36933333333333335
85,85,10,0.41430422365665437,0.8732,0.8732,1.8853257656097413,5.673702955245972,0.4497,0.06155555555555556,0.3708888888888889
86,86,10,0.3965654343366623,0.884,0.884,1.8788871228694917,6.065121981832716,0.4502,0.052333333333333336,0.3708888888888889
87,87,10,0.3962702006101608,0.888,0.888,1.8770488172769546,5.8792909781138105,0.451,0.05477777777777778,0.37366666666666665
88,88,10,0.36746674180030825,0.8972,0.8972,1.8648141086101533,5.695183277130127,0.4508,0.059111111111111114,0.37566666666666665
89,89,10,0.3692279040813446,0.8908,0.8908,1.9034735172986985,5.7317747539944115,0.452,0.058888888888888886,0.3728888888888889
90,90,10,0.35325661599636077,0.9068,0.9068,1.8962793976068497,5.9142268896102905,0.4546,0.05366666666666667,0.37466666666666665
91,91,10,0.3632145464420319,0.8908,0.8908,1.8953094184398651,5.610348648495144,0.4522,0.065,0.37266666666666665
92,92,10,0.3616823822259903,0.8968,0.8968,1.8722856312990188,5.822146005100674,0.4523,0.059444444444444446,0.37122222222222223
93,93,10,0.3523476362228394,0.9032,0.9032,1.8836638897657394,5.8235264089372425,0.4525,0.05688888888888889,0.37455555555555553
94,94,10,0.3494448184967041,0.9076,0.9076,1.8939941287040711,5.904647058910793,0.4533,0.05477777777777778,0.37244444444444447
95,95,10,0.356004923582077,0.898,0.898,1.8834824562072754,5.908984197510613,0.4534,0.05444444444444444,0.37244444444444447
96,96,10,0.3690558820962906,0.8916,0.8916,1.8877338916063309,5.861826300621033,0.4531,0.05588888888888889,0.37377777777777776
97,97,10,0.35236145555973053,0.8984,0.8984,1.897968351840973,5.855220516522725,0.453,0.05633333333333333,0.37366666666666665
98,98,10,0.3518919706344604,0.902,0.902,1.8664683192968368,5.825180914666918,0.453,0.05655555555555555,0.37433333333333335
99,99,10,0.351090669631958,0.896,0.896,1.8882637560367583,5.843965623113844,0.4531,0.056666666666666664,0.3741111111111111
