,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
20,20,390,0.1581074960816365,0.9439302884615385,0.9380146895170265,0.9971943887775551,0.10320641282565131,0.40344310749935197,0.007088678539189195,0.8811,0.9978888888888889,0.002
21,21,390,0.1547628520295406,0.9461738782051282,0.9406436392771299,0.9959903769045709,0.10425020048115477,0.350518372994435,0.00899256558421763,0.8985,0.9975555555555555,0.0023333333333333335
22,22,390,0.14002374939811535,0.9505809294871795,0.945447261234392,0.996794229613304,0.10378681626928471,0.36104270462182503,0.0291717631082808,0.8935,0.9915555555555555,0.0077777777777777776
23,23,390,0.13574364553086268,0.9517027243589744,0.9466515323496028,0.9971938264181198,0.10302665864902787,0.4490774607733835,0.005322930661676905,0.8695,0.9982222222222222,0.0016666666666666668
24,24,390,0.12659086289887245,0.9555488782051282,0.9509638071495348,0.9967961553864637,0.10352422907488987,0.36984618064723435,0.008559300704631132,0.891,0.9974444444444445,0.0025555555555555557
25,25,390,0.12380657964027846,0.9572115384615385,0.952632164718976,0.9983983983983984,0.1021021021021021,0.362955741584301,0.09240825648393325,0.9,0.9781111111111112,0.020444444444444446
26,26,390,0.11839782524949465,0.9590344551282052,0.9548580968280468,0.9965965965965966,0.1037037037037037,0.36317950355101236,0.011494856223378001,0.8934,0.996,0.003777777777777778
27,27,390,0.11277778256589022,0.9604366987179487,0.9564443257439185,0.9963920625375827,0.10382842252956505,0.38321145982304705,0.03670273350082784,0.8923,0.9893333333333333,0.009333333333333334
28,28,390,0.10367592216397707,0.9642227564102565,0.9606293955310247,0.9965918203688853,0.1028468323977546,0.4798049309019801,0.004442611421082396,0.8772,0.9983333333333333,0.0014444444444444444
29,29,390,0.10048231274749224,0.9636017628205128,0.959852227711755,0.9973926995587645,0.10268752507019654,0.37084565057030205,0.007592299122865302,0.8979,0.9977777777777778,0.002111111111111111
30,30,390,0.09327688448322125,0.9667467948717948,0.9632061612429328,0.9985983179815779,0.10192230676812175,0.37271698686895494,0.009793656452716373,0.899,0.9975555555555555,0.0024444444444444444
31,31,390,0.08680857707483647,0.9695913461538461,0.9664366792788782,0.9979959919839679,0.10180360721442885,0.4509280942663362,0.017753921801205302,0.8886,0.9953333333333333,0.0044444444444444444
32,32,390,0.0849807243889723,0.970272435897436,0.9672587250712251,0.9973958333333334,0.10276442307692307,0.398041503904741,0.03987915647409774,0.8976,0.9903333333333333,0.008777777777777778
33,33,390,0.08249328961739173,0.9709535256410257,0.9678596866096866,0.9987980769230769,0.10196314102564102,0.42855953642084627,0.008838194999196797,0.8941,0.9976666666666667,0.0022222222222222222
34,34,390,0.07412261835132272,0.9738782051282051,0.9711977207469895,0.9979971960745043,0.10174243941518125,0.375062871960145,0.026270231471128898,0.9022,0.9928888888888889,0.0067777777777777775
35,35,390,0.07502012691006829,0.9737179487179487,0.9711131882316286,0.9971921379863619,0.10308864821500201,0.40029855053636093,0.0030943890217577734,0.8974,0.9992222222222222,0.0007777777777777777
36,36,390,0.06672624511500964,0.9768429487179487,0.9744457305671801,0.9983987189751802,0.10188150520416334,0.3851433540635471,0.009538813566672069,0.9075,0.997,0.003
37,37,390,0.05829333392425608,0.9796073717948718,0.9774523115275892,0.9989985980372521,0.10154215902263168,0.39122781506444837,0.010312372082571816,0.9052,0.9971111111111111,0.002777777777777778
38,38,390,0.0565776726254859,0.9803685897435898,0.9784524975514202,0.9975980784627703,0.10288230584467574,0.399058802972866,0.005854662735507598,0.9042,0.9982222222222222,0.0017777777777777779
39,39,390,0.05483126288685852,0.9804286858974359,0.9783905283304402,0.9987966305655837,0.10148415563578018,0.3594444529919685,0.01158660131908327,0.9109,0.9966666666666667,0.003
